ply,fullmove,side,clock_in_ms,budget_ms,used_ms,clock_out_ms,depth,nodes,fen
69,44,w,39393.4,2172.7,1847.2,37546.2,11,4542726,R7/5pp1/1p1N2k1/3R3p/1bP3r1/p7/2b3PK/8 w - - 4 44
70,44,b,37918.7,2106.3,1791.0,36127.7,11,4415744,8/R4pp1/1p1N2k1/3R3p/1bP3r1/p7/2b3PK/8 b - - 5 44
71,45,w,38046.2,2112.1,1796.2,36249.9,11,4395791,8/R5p1/1p1N1pk1/3R3p/1bP3r1/p7/2b3PK/8 w - - 0 45
72,45,b,36627.7,2048.2,1741.6,34886.1,11,4286464,4N3/R5p1/1p3pk1/3R3p/1bP3r1/p7/2b3PK/8 b - - 1 45
73,46,w,36749.9,2053.7,1141.9,35608.1,10,2825878,4N3/R5p1/1p3pk1/3R3p/1br5/p7/2b3PK/8 w - - 0 46
74,46,b,35386.1,1992.4,1694.1,33692.0,12,4201232,4N3/6R1/1p3pk1/3R3p/1br5/p7/2b3PK/8 b - - 0 46
75,47,w,36108.1,2024.9,1721.6,34386.5,11,4216585,4N3/6R1/1p3p1k/3R3p/1br5/p7/2b3PK/8 w - - 1 47
76,47,b,34192.0,1938.6,1648.4,32543.5,11,4049411,4N3/R7/1p3p1k/3R3p/1br5/p7/2b3PK/8 b - - 2 47
77,48,w,34886.5,1969.9,1622.9,33263.6,12,4022361,4N3/R7/1p3p1k/3R3p/1b5r/p7/2b3PK/8 w - - 3 48
78,48,b,33043.5,1887.0,1604.4,31439.2,12,4127752,4N3/R7/1p3p1k/3R3p/1b5r/p7/2b3P1/6K1 b - - 4 48
79,49,w,33763.6,1919.4,1499.7,32263.9,11,3690752,4N3/R7/1p3p1k/3R3p/1b2b2r/p7/6P1/6K1 w - - 5 49
80,49,b,31939.2,1837.3,1516.5,30422.7,10,3764247,4N3/R2R4/1p3p1k/7p/1b2b2r/p7/6P1/6K1 b - - 6 49
81,50,w,32763.9,1874.4,1146.8,31617.1,10,2797587,4N3/R2R4/1pb2p1k/7p/1b5r/p7/6P1/6K1 w - - 7 50
82,50,b,30922.7,1791.5,1523.3,29399.4,10,3782666,4N3/R6R/1pb2p1k/7p/1b5r/p7/6P1/6K1 b - - 8 50
83,51,w,32117.1,1845.3,1569.1,30548.1,10,3738112,4N3/R6R/1pb2pk1/7p/1b5r/p7/6P1/6K1 w - - 9 51
84,51,b,29899.4,1745.5,1465.1,28434.3,10,3823453,8/R6R/1pb2Nk1/7p/1b5r/p7/6P1/6K1 b - - 0 51
85,52,w,31048.1,1797.2,1360.3,29687.8,11,3459546,8/R6R/1pb2Nk1/2b4p/7r/p7/6P1/6K1 w - - 1 52
86,52,b,28934.3,1702.0,1447.3,27487.0,10,3501312,8/R6R/1pb2Nk1/2b4p/7r/p7/6P1/5K2 b - - 2 52
87,53,w,30187.8,1758.5,1495.3,28692.5,11,3672064,8/R6R/1p3Nk1/1bb4p/7r/p7/6P1/5K2 w - - 3 53
88,53,b,27987.0,1659.4,1342.0,26645.1,10,3417663,8/R6R/1p3Nk1/1bb4p/7r/p7/6P1/4K3 b - - 4 53
89,54,w,29192.5,1713.7,1457.1,27735.3,10,3561472,8/R6R/1p3k2/1bb4p/7r/p7/6P1/4K3 w - - 0 54
90,54,b,27145.1,1621.5,1378.9,25766.1,11,3537156,8/5R1R/1p3k2/1bb4p/7r/p7/6P1/4K3 b - - 1 54
91,55,w,28235.3,1670.6,1420.6,26814.7,11,3472902,8/5R1R/1p6/1bb1k2p/7r/p7/6P1/4K3 w - - 2 55
92,55,b,26266.1,1582.0,1345.3,24920.8,10,3529728,8/R6R/1p6/1bb1k2p/7r/p7/6P1/4K3 b - - 3 55
93,56,w,27314.7,1629.2,984.0,26330.7,11,2493206,8/R6R/1p6/1bb1k2p/8/p7/6P1/4K2r w - - 4 56
94,56,b,25420.8,1543.9,1312.7,24108.1,11,3434248,8/R6R/1p6/1bb1k2p/8/p7/3K2P1/7r b - - 5 56
95,57,w,26830.7,1607.4,1367.1,25463.7,10,3401478,8/R6R/1p6/2b1k2p/2b5/p7/3K2P1/7r w - - 6 57
96,57,b,24608.1,1507.4,909.8,23698.4,10,2420799,8/R6R/1p6/2b1k2p/2b5/p7/2K3P1/7r b - - 7 57
97,58,w,25963.7,1568.4,1334.1,24629.5,10,3353868,8/R6R/1p6/2b1k2p/2b5/8/p1K3P1/7r w - - 0 58
98,58,b,24198.4,1488.9,1266.3,22932.1,9,3255168,8/7R/1p6/2b1k2p/R1b5/8/p1K3P1/7r b - - 1 58
99,59,w,25129.5,1530.8,1302.2,23827.3,10,3259904,8/7R/8/1pb1k2p/R1b5/8/p1K3P1/7r w - - 0 59
100,59,b,23432.1,1454.4,1236.9,22195.1,9,3154432,8/7R/8/Rpb1k2p/2b5/8/p1K3P1/7r b - - 1 59
101,60,w,24327.3,1494.7,1141.2,23186.2,9,2886132,8/7R/8/Rpbbk2p/8/8/p1K3P1/7r w - - 2 60
102,60,b,22695.1,1421.3,952.3,21742.8,9,2579071,8/2R5/8/Rpbbk2p/8/8/p1K3P1/7r b - - 3 60
103,61,w,23686.2,1465.9,874.3,22811.9,9,2222951,8/2R5/8/Rpbb3p/3k4/8/p1K3P1/7r w - - 4 61
104,61,b,22242.8,1400.9,1191.3,21051.6,10,3277568,8/6R1/8/Rpbb3p/3k4/8/p1K3P1/7r b - - 5 61
105,62,w,23311.9,1449.0,1232.6,22079.2,10,3259652,8/6R1/8/R1bb3p/1p1k4/8/p1K3P1/7r w - - 0 62
106,62,b,21551.6,1369.8,984.1,20567.5,10,2614178,8/6R1/8/R1bb3p/1p1k4/8/p2K2P1/7r b - - 1 62
107,63,w,22579.2,1416.1,1204.6,21374.7,12,3311360,8/6R1/8/R1bb3p/1p1k4/8/3K2P1/q6r w - - 0 63
108,63,b,21067.5,1348.0,1146.7,19920.8,11,3470863,8/6R1/8/2bb3p/1p1k4/8/3K2P1/R6r b - - 0 63
109,64,w,21874.7,1384.4,1177.6,20697.1,11,3537920,8/6R1/8/2bb3p/1p1k4/8/3K2P1/r7 w - - 0 64
110,64,b,20420.8,1318.9,1121.8,19299.0,11,3430159,8/8/8/2bb3p/1p1k4/6R1/3K2P1/r7 b - - 1 64
111,65,w,21197.1,1353.9,1151.6,20045.5,12,3563013,8/8/8/2bb3p/1p1k4/6R1/r2K2P1/8 w - - 2 65
112,65,b,19799.0,1291.0,1097.8,18701.2,11,3170825,8/8/8/2bb3p/1p1k4/6R1/r5P1/3K4 b - - 3 65
113,66,w,20545.5,1324.5,1126.7,19418.8,11,3514640,8/8/8/2bb3p/3k4/1p4R1/r5P1/3K4 w - - 0 66
114,66,b,19201.2,1264.1,1074.9,18126.3,10,3311626,8/8/8/2bb2Rp/3k4/1p6/r5P1/3K4 b - - 1 66
115,67,w,19918.8,1296.3,1102.5,18816.3,10,3527427,8/8/8/3b2Rp/1b1k4/1p6/r5P1/3K4 w - - 2 67
116,67,b,18626.3,1238.2,1053.0,17573.3,9,3337216,8/8/8/3b3p/1b1k4/1p4R1/r5P1/3K4 b - - 3 67
117,68,w,19316.3,1269.2,1079.8,18236.5,11,3608335,8/8/8/3b3p/1b1k4/1p4R1/3r2P1/3K4 w - - 4 68
118,68,b,18073.3,1213.3,1031.8,17041.5,10,3209998,8/8/8/3b3p/1b1k4/1p4R1/3r2P1/2K5 b - - 5 68
119,69,w,18736.5,1243.1,1057.5,17679.1,11,3647495,8/8/8/3b3p/1b1k4/6R1/1p1r2P1/2K5 w - - 0 69
120,69,b,17541.5,1189.4,1011.3,16530.2,10,3465991,8/8/8/3b3p/1b1k4/6R1/1p1r2P1/1K6 b - - 1 69
121,70,w,18179.1,1218.1,1035.9,17143.2,10,3312391,8/8/8/7p/1b1kb3/6R1/1p1r2P1/1K6 w - - 2 70
122,70,b,17030.2,1166.4,991.9,16038.4,10,3112969,8/8/8/7p/1b1kb3/3R4/1p1r2P1/1K6 b - - 3 70
123,71,w,17643.2,1193.9,1015.3,16627.9,11,3422727,8/8/8/7p/1b1k4/3b4/1p1r2P1/1K6 w - - 0 71
124,71,b,16538.4,1144.2,972.9,15565.4,9,3077379,8/8/8/7p/1b1k4/3b4/Kp1r2P1/8 b - - 1 71
