ply,fullmove,side,clock_in_ms,budget_ms,used_ms,clock_out_ms,depth,nodes,fen
13,16,w,94847.3,4668.1,4022.8,90824.5,12,11387797,2rqk2r/1p1nbpp1/p1npb2p/4p3/N1P1P3/N4P2/PP2BBPP/R2Q1RK1 w k - 1 16
14,16,b,89777.6,4440.0,3861.6,85916.0,12,10854119,2rqk2r/1p1nbpp1/p1npb2p/4p3/2P1P3/N1N2P2/PP2BBPP/R2Q1RK1 b k - 2 16
15,17,w,91324.5,4509.6,8341.1,82983.4,12,23393212,2rq1rk1/1p1nbpp1/p1npb2p/4p3/2P1P3/N1N2P2/PP2BBPP/R2Q1RK1 w - - 3 17
16,17,b,86416.0,4288.7,10464.2,75951.8,12,31054055,2rq1rk1/1p1nbpp1/p1npb2p/3Np3/2P1P3/N4P2/PP2BBPP/R2Q1RK1 b - - 4 17
17,18,w,83483.4,4156.8,2332.3,81151.1,10,6640751,2rq1rk1/1p1n1pp1/p1npb2p/3Np1b1/2P1P3/N4P2/PP2BBPP/R2Q1RK1 w - - 5 18
18,18,b,76451.8,3840.3,3270.4,73181.4,10,9111568,2rq1rk1/1p1n1pp1/p1npb2p/3Np1b1/2P1P3/N4PP1/PP2BB1P/R2Q1RK1 b - - 0 18
19,19,w,81651.1,4074.3,3750.8,77900.3,10,9966687,2rq1rk1/1p1n2p1/p1npb2p/3Nppb1/2P1P3/N4PP1/PP2BB1P/R2Q1RK1 w - - 0 19
20,19,b,73681.4,3715.7,3325.7,70355.7,10,8861869,2rq1rk1/1p1n2p1/p1npb2p/3Nppb1/2P1P3/5PP1/PP2BB1P/RN1Q1RK1 b - - 1 19
21,20,w,78400.3,3928.0,2759.9,75640.4,10,7137928,2rq1rk1/1p1n2p1/p1npb2p/3Np1b1/2P1p3/5PP1/PP2BB1P/RN1Q1RK1 w - - 0 20
22,20,b,70855.7,3588.5,3093.7,67762.0,10,8069409,2rq1rk1/1p1n2p1/p1npb2p/3Np1b1/2P1P3/6P1/PP2BB1P/RN1Q1RK1 b - - 0 20
23,21,w,76140.4,3826.3,2347.9,73792.5,10,6400495,2rq1rk1/1p1n2p1/p2pb2p/3Np1b1/2PnP3/6P1/PP2BB1P/RN1Q1RK1 w - - 1 21
24,21,b,68262.0,3471.8,3053.3,65208.7,10,8462369,2rq1rk1/1p1n2p1/p2pb2p/3Np1b1/2PnP3/2N3P1/PP2BB1P/R2Q1RK1 b - - 2 21
25,22,w,74292.5,3743.2,5963.5,68329.0,12,16656935,2rq1rk1/1p1n2p1/p2pb2p/3Np1b1/2P1P3/2N3P1/PP2nB1P/R2Q1RK1 w - - 0 22
26,22,b,65708.7,3356.9,2885.1,62823.6,11,7715007,2rq1rk1/1p1n2p1/p2pb2p/3Np1b1/2P1P3/2N3P1/PP2QB1P/R4RK1 b - - 0 22
27,23,w,68829.0,3497.3,2421.6,66407.4,10,6632166,2rq1rk1/1p1n2p1/p2p3p/3Np1b1/2P1P3/2N3Pb/PP2QB1P/R4RK1 w - - 1 23
