ply,depth,nodes,ebf,occupancy_pct,sec,fen
1355,10,2124486,4.2926,99.9547,1.007,4r3/1q2k1r1/5p2/2R1pP1Q/p2p2R1/P2P2P1/7K/8 b - - 0 40
1360,10,1918695,4.2491,99.9582,0.852,5r2/1q2kr2/5pQ1/2R1pP2/p2p3R/P2P2P1/7K/8 w - - 5 43
1365,10,57,1.4983,99.9613,0.0,R2k1r2/2q2r2/5pQ1/4pP2/p2pR3/P2P2P1/7K/8 b - - 10 45
1370,10,789296,3.888,99.9631,0.348,3k1r2/3q1r2/R4pQ1/4pP2/p2p3R/P2P2P1/7K/8 w - - 15 48
1375,10,7589,2.4435,99.9636,0.003,R4r2/3qk2Q/5p2/4pP2/p2p4/P2P2P1/7K/8 b - - 0 50
1380,10,553234,3.7522,99.9641,0.238,RQ6/2q2r2/3k1p2/4pP2/p2p4/P2P2P1/7K/8 w - - 5 53
1385,10,646246,3.811,99.9651,0.27,6Q1/3k1r2/R4p2/4pP2/p2p4/P2P2PK/2q5/8 b - - 10 55
1390,10,361374,3.5958,99.9663,0.125,6Q1/5q2/3k1p2/4pP2/p2p4/P2P2PK/8/8 w - - 0 58
1395,10,20,1.3493,99.9673,0.0,8/8/8/2k1QP2/p2pp3/P2P2PK/8/8 b - - 1 60
1400,10,41265286,5.7751,99.9761,14.299,8/5P2/2k5/4Q3/p2p4/P2p2PK/8/8 w - - 1 63
1405,10,956016,3.9632,99.983,0.408,r1bq1rk1/pp2ppbp/2np1np1/2p5/4P2P/2NP2P1/PPP1NPB1/R1BQK2R w KQ - 3 8
1410,10,1337443,4.0985,99.9836,0.571,2rq1rk1/pp2ppbp/2np1np1/2pN4/4P1bP/2PP2P1/PP2NPB1/R1BQ1RK1 b - - 0 10
1415,10,974906,3.971,99.9838,0.461,2rq1rk1/pp1nppbp/3p2p1/2pP4/5PbP/2PP2P1/PP2N1B1/R1BQ1RK1 w - - 1 13
1420,10,1437329,4.1282,99.9843,0.621,2rq1rk1/pp2ppbp/3p1np1/2pP1b2/P2P1P1P/2P1B1P1/1P2N1B1/R2Q1RK1 b - - 0 15
1425,10,389298,3.6227,99.9846,0.17,2rq1rk1/1p2ppbp/3p2p1/p2P1b2/P1pP1PnP/R1P3P1/1P2N1B1/2BQ1RK1 w - - 0 18
1430,10,1318924,4.0928,99.985,0.524,2r2rk1/1p1qppbp/3p2p1/p2P4/P1pP1PnP/1PPb1BP1/4N3/R1BQ1RK1 b - - 4 20
1435,10,366157,3.6005,99.9854,0.16,2r2rk1/1p2ppbp/3p2p1/p2P4/P1pPqPnP/1PP3P1/3BN3/R2Q1RK1 w - - 0 23
1440,10,2032303,4.2736,99.986,0.798,5rk1/1p2ppbp/3p2p1/p2q1P2/P1rP2nP/2P3P1/3BN3/1R1Q1RK1 b - - 0 25
1445,10,1766548,4.2142,99.9865,0.829,5rk1/1p2ppbp/3p4/pR3p2/P1rP1RnP/2Pq2P1/3BN3/3Q2K1 w - - 4 28
1450,10,2051179,4.2776,99.987,0.898,5rk1/1R2ppbp/3p4/p4p2/P2P1RnP/2N3q1/3B4/3Q1K2 b - - 1 30
1455,10,1456101,4.1335,99.9875,0.641,5rk1/1q2ppbp/3p4/p4p2/P2P1RnP/2NK4/3B4/3Q4 w - - 0 33
1460,10,3047711,4.4504,99.9884,1.383,5rk1/5pbp/3pp3/p7/Pq1P1RnP/2NK1Q2/3B4/8 b - - 3 35
1465,10,490363,3.7072,99.9889,0.222,6k1/5pb1/3pp3/p6p/Pq1P1RnP/2r5/3BK1Q1/8 w - - 0 38
1470,10,1697188,4.1973,99.9893,0.758,5bk1/5p2/3pp3/p6p/P2P1RnP/2q2Q2/4K3/8 b - - 1 40
1475,10,133000,3.2538,99.9894,0.056,5bk1/5p2/4p3/p2p4/P1qP2pP/5Q2/8/4K3 w - - 0 43
1480,10,495739,3.7113,99.9897,0.201,6k1/5p2/4p3/p2p4/P1qb2QP/8/8/4K3 b - - 1 45
1485,10,229298,3.4359,99.9899,0.101,3Q4/5pk1/4p3/p2p4/q2b3P/8/8/4K3 w - - 2 48
1490,10,268696,3.4908,99.9902,0.108,6k1/5p2/4p3/p2p2Q1/q2b3P/8/8/4K3 b - - 7 50
1495,10,1392991,4.1152,99.9908,0.567,6k1/5pb1/4p3/3p2Q1/p6P/8/5K2/3q4 w - - 0 53
1500,10,680662,3.8308,99.9909,0.288,6k1/5pb1/4p2P/3p2Q1/3q4/p7/6K1/8 b - - 2 55
1505,10,286219,3.5129,99.9915,0.103,6k1/5pP1/4p3/3p2Q1/4q3/8/5K2/q7 w - - 0 58
1510,10,945036,3.9586,99.9937,0.433,r1bq1rk1/pp2ppbp/2np1np1/2p5/4P2P/2NP2P1/PPP1NPB1/R1BQ1RK1 b - - 4 8
1515,10,180466,3.3546,99.9937,0.071,2rq1rk1/pp2ppbp/2np2p1/2pn4/4P1bP/2PP2P1/PP2NPB1/R1BQ1RK1 w - - 0 11
1520,10,355658,3.5901,99.9938,0.162,2rq1rk1/pp1nppbp/3p2p1/2pP4/5PbP/2PPB1P1/PP2N1B1/R2Q1RK1 b - - 2 13
1525,10,223867,3.4277,99.9939,0.098,2rq1rk1/pp2ppbp/3p2p1/2pP1b2/P2P1PnP/2P1B1P1/1P2N1B1/R2Q1RK1 w - - 1 16
1530,10,802059,3.8942,99.9939,0.346,2rq1rk1/1p2ppbp/3p2p1/p2P1b2/P1pP1PnP/RPP3P1/4N1B1/2BQ1RK1 b - - 0 18
1535,10,63239,3.0206,99.9939,0.029,2r2rk1/1p2ppbp/3p2p1/p2P1q2/P1pP1PnP/1PPb1BP1/4N3/R1BQ1RK1 w - - 5 21
1540,10,410880,3.6423,99.994,0.154,2r2rk1/1p2ppbp/3p2p1/p2P4/P1pPqPnP/1PP3P1/3BN3/1R1Q1RK1 b - - 1 23
1545,10,549906,3.75,99.9941,0.246,5rk1/1p2ppbp/3p4/p2q1p2/P1rP2nP/2P3P1/3BN3/1R1Q1RK1 w - - 0 26
1550,10,604912,3.7859,99.9942,0.263,5rk1/1R2ppbp/3p4/p4p2/P1rP1RnP/2Pq2P1/3BN3/3Q2K1 b - - 0 28
1555,10,40533,2.8892,99.9942,0.019,5rk1/1R2ppbp/3p4/p4p2/P2P1RnP/2N4q/3B4/3Q1K2 w - - 2 31
1560,10,937220,3.9553,99.9943,0.406,5rk1/1q2ppbp/3p4/p4R2/P2P2nP/2NK4/3B4/3Q4 b - - 0 33
1565,10,802621,3.8945,99.9944,0.375,5rk1/5pb1/3pp3/p6p/Pq1P1RnP/2NK1Q2/3B4/8 w - - 0 36
1570,10,40,1.4461,99.9945,0.0,Q5k1/5pb1/3pp3/p6p/Pq1P1RnP/2r5/3BK3/8 b - - 1 38
1575,10,67952,3.0424,99.9945,0.03,5bk1/5p2/3pp3/p6p/P1qP1RnP/5Q2/4K3/8 w - - 2 41
1580,10,82298,3.1013,99.9945,0.035,5bk1/5p2/4p3/p2p4/P1qP2QP/8/8/4K3 b - - 0 43
1585,10,74209,3.0693,99.9946,0.032,5k2/5p2/4p3/p2p4/P1qb2QP/8/8/4K3 w - - 2 46
1590,10,83944,3.1074,99.9946,0.034,8/5pk1/4p3/p2p2Q1/q2b3P/8/8/4K3 b - - 3 48
1595,10,850123,3.917,99.9947,0.348,6k1/5pb1/4p3/p2p2Q1/q6P/8/8/4K3 w - - 8 51
1600,10,1115842,4.0249,99.9948,0.449,6k1/5pb1/4p3/3p2QP/p7/8/5K2/3q4 b - - 0 53
1605,10,85929,3.1147,99.9948,0.038,6k1/5pb1/4p2P/3p2Q1/3q4/8/p5K1/8 w - - 0 56
1610,10,20,1.3493,99.9949,0.0,3Q2k1/5pP1/4p3/3p4/4q3/8/5K2/q7 b - - 1 58
1615,10,456768,3.681,99.9956,0.208,r1bqk2r/pp2ppbp/2Np2p1/8/4P1n1/2N1B3/PPPQBPPP/R3K2R b KQkq - 0 9
1620,10,1958331,4.2578,99.9957,0.834,r2qk2r/p3ppbp/3p2p1/2p5/4P1b1/2N1B3/PPPQ1PPP/R4RK1 w kq - 0 12
1625,10,417474,3.6481,99.9958,0.16,1r2k2r/p3ppbp/3p2p1/q1pN4/4P1b1/1P2B3/P1PQ1PPP/4RRK1 b k - 2 14
1630,10,1376421,4.1103,99.996,0.628,1r2k2r/p3pp1p/3pb1pQ/2pN4/4P3/1P6/q1P2PPP/4RRK1 w k - 1 17
1635,10,189161,3.3704,99.9961,0.075,1r5r/p2kp2p/3pp1pQ/2p5/4P3/1P6/q1P2PPP/2R2RK1 b - - 1 19
1640,10,1203779,4.0556,99.9963,0.551,1r5r/3kp2p/4p1pQ/2ppP3/P7/8/q1P2PPP/2R2RK1 w - - 0 22
1645,10,675661,3.828,99.9963,0.302,1r5r/3kp2p/P3p1pQ/2ppP3/8/8/4qPPP/R4RK1 b - - 0 24
1650,10,4101523,4.5845,99.9965,1.923,r6r/P2kp2p/3qp1pQ/2pp4/8/8/5PPP/R3R1K1 w - - 3 27
1655,10,717182,3.8509,99.9966,0.339,r6r/P2kp2p/Rq2p1pQ/3p4/2p5/8/5PPP/R5K1 b - - 1 29
1660,10,1616159,4.1768,99.9968,0.745,r6r/P2kp2p/R3p1p1/3p1q2/2p5/7Q/5PPP/3R2K1 w - - 6 32
1665,10,258515,3.4774,99.9969,0.117,r6r/P3pk1p/4R1p1/3p1q2/2p5/Q7/5PPP/4R1K1 b - - 0 34
1670,10,308339,3.5392,99.997,0.125,r6r/P2kp2p/6p1/3p4/2p5/4Q3/5PPP/6K1 w - - 2 37
1675,10,687646,3.8347,99.997,0.287,r6r/P6p/3kp1p1/3p4/2pQ4/8/5PPP/6K1 b - - 3 39
1680,10,622976,3.7971,99.9971,0.253,r6r/P7/4p1p1/3p1k1p/2p5/8/1Q3PPP/6K1 w - - 4 42
1685,10,616,1.9009,99.9972,0.0,r6r/P7/4Q1p1/3p3p/2p1k3/8/6PP/6K1 b - - 0 44
1690,10,1106309,4.0215,99.9973,0.492,r4r2/P7/1Q6/3p3p/2p5/3k4/6PP/6K1 w - - 3 47
1695,10,501834,3.7158,99.9973,0.215,r4r2/P7/8/3pQ2p/2p5/8/2k3PP/6K1 b - - 8 49
1700,10,156972,3.3081,99.9974,0.071,4rr2/P7/8/3p4/2p5/6Pp/2k4P/Q5K1 w - - 0 52
1705,10,985608,3.9753,99.9974,0.455,4rr2/P7/8/8/2pp2P1/3k3p/7P/Q5K1 b - - 0 54
1710,10,69039,3.0473,99.9974,0.033,4rr2/P7/8/8/Q2p2P1/2pk3p/7P/6K1 w - - 4 57
1715,10,679661,3.8303,99.9974,0.294,rn1qk2r/pbppbppp/1p2pn2/8/2PP4/5NP1/PP2PPBP/RNBQ1RK1 b kq - 4 6
1720,10,559188,3.7563,99.9975,0.23,rn1q1rk1/1bppbppp/1p3n2/p2p4/2P5/2N2NP1/PP2PPBP/R1BQ1RK1 w - - 0 9
1725,10,1883800,4.2413,99.9976,0.836,rn1qr1k1/1bpp1ppp/1p3n2/p1bP1N2/8/2N3P1/PP2PPBP/R1BQ1RK1 b - - 4 11
1730,10,3328937,4.4898,99.9978,1.584,r2qr1k1/1bpn1p1p/1p1p1np1/p1bP1N2/N4B2/6P1/PP2PPBP/R2Q1RK1 w - - 0 14
1735,10,1831090,4.2293,99.998,0.801,r2qr3/1bpn1pkp/1p1p2pN/p1bP3n/N7/P5P1/1P2PPBP/R1BQ1RK1 b - - 2 16
1740,10,1333478,4.0973,99.9981,0.548,r2qr3/1bp3kp/3p2p1/ppnP1p1n/6N1/P5P1/1P2PPBP/R1BQ1RK1 w - - 0 19
1745,10,43,1.4566,99.9981,0.0,r3r3/1bp3kp/3p1qpB/ppnP1p2/3Q4/P5P1/1P2PPBP/R4RK1 b - - 1 21
1750,10,350794,3.5851,99.9981,0.133,r3r3/1bp4p/3p1kp1/pp1P1p2/8/Pn2B1P1/1P2PPBP/R4RK1 w - - 2 24
1755,10,339137,3.573,99.9982,0.128,r3r3/2p4p/b2p1kp1/p2P1p2/1p6/Pn2BBP1/1P2PP1P/3RR1K1 b - - 3 26
1760,10,838055,3.9114,99.9982,0.34,r3r3/2p5/b2p2k1/p2P1ppp/1p6/Pn2BBPP/1P2PPK1/3RR3 w - - 0 29
1765,10,581235,3.7708,99.9982,0.234,r3r3/2p5/3p2k1/p2P1p1p/1pb3p1/Pn2B1PP/1P2PPB1/3RR2K b - - 3 31
1770,10,540669,3.7436,99.9983,0.217,4r3/2p5/3p2k1/p2Pr2p/1pb3p1/Pn2B1P1/1P2PPB1/3RR1K1 w - - 2 34
1775,10,758928,3.8728,99.9983,0.292,4r3/2p4k/3p4/p2Pr2p/1pb3p1/Pn2B1P1/1P2PPB1/3RRK2 b - - 7 36
1780,10,249026,3.4644,99.9983,0.108,4r3/B1p5/3p2k1/p2Pr2p/1Pb3p1/1n4P1/1P2PPB1/3RRK2 w - - 1 39
1785,10,618648,3.7944,99.9984,0.241,1r6/2p5/3p2k1/3Pr2p/1pbB2p1/1n4P1/1P2PP2/3RRK1B b - - 3 41
1790,10,204161,3.3962,99.9984,0.081,r3r3/2p2k2/3p4/3P3p/1pb3p1/1n2B1P1/1P2PP2/3RR1KB w - - 8 44
1795,10,419010,3.6494,99.9984,0.167,8/2p2k2/3p4/3Pr2p/1pb3p1/1n2B1P1/rP2PPBK/1R2R3 b - - 13 46
1800,10,324016,3.5568,99.9984,0.13,8/2p5/3p2k1/3Pr2p/1pb3p1/1n2B1P1/2r1PPBK/1R2R3 w - - 2 49
1805,10,410849,3.6422,99.9984,0.171,4r3/2p5/3p2k1/3P3p/1pb3p1/1n2B1P1/2r1PPB1/1R2R1K1 b - - 7 51
1810,10,968,1.9888,99.9984,0.001,4r3/2p2k2/3p4/3P3p/1pb3p1/1n2B1P1/2r1PPB1/1R2R1K1 w - - 12 54
1815,10,757758,3.8722,99.9985,0.333,r1b2rk1/pp1nqppp/2pbpn2/3p4/2PP4/1PN1PN2/PB2BPPP/R2Q1RK1 b - - 2 9
1820,10,1239567,4.0675,99.9985,0.552,r4rk1/1b1nqppp/1ppbpn2/p2p4/P1PP4/1PN1PN2/1BQ1BPPP/R4RK1 w - - 2 12
1825,10,1035180,3.9949,99.9986,0.45,r2r2k1/1b1nqppp/1ppbpn2/p7/P1PP4/2NBPN2/1BQ2PPP/4RRK1 b - - 0 14
1830,10,491739,3.7083,99.9986,0.198,r2r2k1/3nqpp1/1p1bpn1p/pNp5/P1PP4/3BPb1P/1BQ2PP1/4RRK1 w - - 0 17
1835,10,499696,3.7142,99.9987,0.21,r2r2k1/3nqpp1/1p1Np2p/p6n/P1PP4/3B1P1P/1BQ2P2/4RRK1 b - - 0 19
1840,10,1255777,4.0728,99.9987,0.553,2rr3k/3n1pp1/1p1qp2p/p6n/P1PPB3/5P1P/1BQ2P2/4RRK1 w - - 4 22
1845,10,721959,3.8535,99.9987,0.308,3r3k/2rn2p1/1p1qp2p/p4p1n/P1PP4/3B1P1P/1BQ2P2/4RRK1 b - - 1 24
1850,10,1509923,4.1485,99.9988,0.691,5nrk/2r3p1/1p1qp2p/p4p2/P1PP1n1P/3B1P2/1B1Q1P2/4RRK1 w - - 3 27
1855,10,243541,3.4567,99.9988,0.106,5nrk/6p1/1p2p2p/p1rPRp2/P1P2n1P/3B1P2/3Q1P2/5RK1 b - - 0 29
1860,10,897985,3.9385,99.9988,0.427,2r4k/6p1/1p2P1np/p1r2p2/P1P4P/3B1P2/3Q1P2/5RK1 w - - 1 32
1865,10,438969,3.6664,99.9988,0.209,3r3k/4n1p1/1p2P2p/p1r2p1P/P1P4Q/3B1P2/5P2/5RK1 b - - 4 34
1870,10,188542,3.3693,99.9988,0.08,4r2k/4n1p1/1Qr1P2p/p4p1P/P1P5/3B1P2/5P2/5RK1 w - - 1 37
1875,10,310872,3.5421,99.9988,0.141,2r4k/2r1n1p1/4P2p/Q4p1P/P1P5/3B1P2/5P2/4R1K1 b - - 0 39
1880,10,283478,3.5096,99.9989,0.112,2r3k1/2r1n1p1/4P2p/5p1P/P1P2Q2/3B1P2/5P2/4R1K1 w - - 5 42
1885,10,1967497,4.2598,99.9989,0.895,2r3k1/r3n3/3QP1Pp/P4p2/2P5/3B1P2/5P2/4R1K1 b - - 0 44
1890,10,405778,3.6377,99.9989,0.213,4r1k1/4n3/r3P1Pp/P1Q2B2/2P5/5P2/5P2/4R1K1 w - - 1 47
1895,10,24,1.3741,99.999,0.0,4r3/4n1kQ/r3P1P1/P7/2P1B3/5P2/5P2/4R1K1 b - - 2 49
1900,10,7157218,4.847,99.9993,2.626,4r3/1B2nQ2/r2kP1P1/P7/2P5/5P2/5P2/4R1K1 w - - 7 52
1905,10,23205542,5.452,99.9995,8.486,4r3/1B2n3/r3P1P1/P7/1kPQ4/5P2/5P2/4R1K1 b - - 12 54
1910,10,737730,3.8618,99.9996,0.345,r1bqk2r/2p1bppp/p2p1n2/np2p3/4P3/1B3N1P/PPPP1PP1/RNBQR1K1 w kq - 1 9
1915,10,1476947,4.1394,99.9996,0.65,r2q1rk1/1bp1bppp/p2p1n2/np2p3/4P3/1BNPBN1P/PPP2PP1/R2QR1K1 b - - 4 11
1920,10,301117,3.5308,99.9996,0.124,2rq1rk1/1bp1bpp1/p2p1n1p/1p2p3/4P1P1/1nNPBN1P/PPPQ1P2/R3R1K1 w - - 0 14
1925,10,234508,3.4436,99.9996,0.105,2rq1rk1/1bp1bpp1/p4n1p/3Pp3/1p2N1P1/1P1PBN1P/1PPQ1P2/R3R1K1 b - - 1 16
1930,10,335905,3.5696,99.9996,0.138,2r2rk1/1bp2pp1/p3qn1p/2b1p3/1pP3P1/1P1PBN1P/1P1Q1P2/R3R1K1 w - - 0 19
1935,10,840480,3.9125,99.9996,0.369,2r1r1k1/1bp2pp1/p1q2n1p/4p3/1BP3P1/1P1PQN1P/1P3P2/R3R1K1 b - - 0 21
1940,10,517431,3.7272,99.9996,0.214,2r1r1k1/2p2ppn/R6p/4p3/1BP3P1/1P1P1b1P/1P3P2/4R1K1 w - - 1 24
1945,10,628250,3.8003,99.9996,0.269,2r1r1k1/2p2pp1/R6p/4p1n1/2P3P1/1PBPR2P/1P3P1K/3b4 b - - 6 26
1950,10,317924,3.55,99.9996,0.128,2rr2k1/2p3p1/R4p1p/2P1p1n1/1P4P1/2BPR2P/1Pb2P1K/8 w - - 1 29
1955,10,974545,3.9708,99.9996,0.48,2rr2k1/R1p2np1/5p1p/2P1p3/1P4PP/1PBbR3/5P1K/8 b - - 0 31
1960,10,302685,3.5326,99.9996,0.14,2rr2k1/R1p3p1/7p/2P1p3/1P2p1PP/1P1bR1K1/5P2/8 w - - 0 34
1965,10,181894,3.3572,99.9996,0.075,2r3k1/R1p3p1/7p/1bP1p3/6PP/1P1rR1K1/5P2/8 b - - 2 36
1970,10,329837,3.5631,99.9996,0.142,2r3k1/R1p3p1/2b4p/2P4P/1P2p1P1/4R1K1/5P2/3r4 w - - 1 39
1975,10,524238,3.7321,99.9997,0.223,2r3k1/2p3p1/R1b4p/2P4P/1P2p1P1/4R1K1/5P2/1r6 b - - 6 41
1980,10,165468,3.3256,99.9997,0.089,5rk1/R1p3p1/7p/2Pb3P/1P2p1P1/4R1K1/5P2/6r1 w - - 11 44
1985,10,1962211,4.2587,99.9997,0.852,6k1/2R3p1/7p/2Pb3P/1P2p1r1/4R2K/5r2/8 b - - 1 46
1990,10,395293,3.6282,99.9997,0.171,4R3/5kp1/7p/2P4P/1Pb1p3/4R2K/5r2/6r1 w - - 6 49
1995,10,76,1.542,99.9997,0.0,8/4k1p1/4R2p/2P4P/1P6/7K/5r2/6r1 b - - 0 51
2000,10,167125,3.3289,99.9997,0.064,8/6p1/2P4p/1P5P/5k2/7K/5r2/6r1 w - - 1 54
2005,10,554044,3.7528,99.9997,0.268,r1bq1rk1/pp1pppbp/2n2np1/8/2Pp4/2N2NPP/PP2PPB1/R1BQK2R w KQ - 0 8
2010,10,917217,3.9468,99.9997,0.414,r1bqr1k1/pp1pppbp/5np1/8/2PB4/2N3PP/PP2PPB1/R2QK2R b KQ - 0 10
2015,10,1212361,4.0585,99.9997,0.545,r1b1r1k1/pp2qpbp/3p1np1/4p3/2P5/1PN1B1PP/P3PPB1/R2QK2R w KQ - 2 13
2020,10,1172146,4.0448,99.9997,0.524,r2r2k1/pp2qpbp/3p1np1/1N2pb2/2P5/1P2B1PP/P2QPPB1/3RK2R b K - 7 15
2025,10,1062583,4.0053,99.9997,0.508,r2r2k1/pp2qpbp/3p2p1/1N2pb2/2P5/1P2BPPP/P2QP3/3RK2R w K - 1 18
2030,10,1367869,4.1078,99.9997,0.648,r2r2k1/ppq2pbp/3Nb1p1/2P1p3/1Q6/1P2BPPP/P3P3/3RK2R b K - 2 20
2035,10,1569464,4.1646,99.9997,0.707,r5k1/1pqr1p1p/3Nbbp1/p1P1p3/Q7/1P2BPPP/P3PK2/3R3R w - - 2 23
2040,10,815808,3.9008,99.9998,0.375,5rk1/1pqr1p1p/3Nbbp1/p1P1p3/Q7/1P2BPPP/P2RP1K1/3R4 b - - 7 25
2045,10,904376,3.9413,99.9998,0.361,5rk1/1pq1rpb1/4b1p1/p1P1p2p/Q3N1P1/1P2BP1P/P2RP1K1/3R4 w - - 2 28
2050,10,2606452,4.3813,99.9998,1.228,4rrk1/1pq2pb1/1R2b1p1/p1P1p3/Q3N1P1/1P2BP2/P3P1K1/3R4 b - - 2 30
2055,10,933559,3.9538,99.9998,0.382,1rb2rk1/1p2qpb1/1R4p1/p1P1p1N1/2Q3P1/1P2BP2/P3P1K1/3R4 w - - 7 33
2060,10,1781799,4.2178,99.9998,0.781,r4rk1/1p2qpb1/4b1R1/p1P1p1N1/4Q1P1/1P2BP2/P3P1K1/7R b - - 4 35
2065,10,2676165,4.3929,99.9998,1.1,6k1/1p2q1b1/r3PrR1/p1P1p1N1/4Q3/1P2BP2/P3P1K1/7R w - - 1 38
2070,10,3318335,4.4884,99.9998,1.331,5k2/1p2qNbR/r3P1Q1/p1P1p3/8/1P2BP2/P3P1K1/8 b - - 2 40
2075,10,53959484,5.9321,99.9999,20.71,8/1p2kNbR/r4qQ1/p1P3B1/4p3/1P3P2/P3P1K1/8 w - - 0 43
2080,10,42173316,5.7877,100.0,14.716,8/1p1k1NR1/r4BQ1/p1P5/8/1P3P2/P5K1/8 b - - 0 45
2085,10,63297092,6.0275,100.0,20.759,1k6/1p4R1/4NBQ1/p1P5/8/1P3P2/P5K1/8 w - - 1 48
2090,10,6277093,4.7838,100.0,2.891,r1bqk2r/pp1nbppp/2n1p3/3pP3/3P1P2/5N2/PP2N1PP/R1BQKB1R b KQkq - 0 9
2095,10,4017710,4.5751,100.0,1.942,r1b2rk1/pp1nb1pp/1qn1pp2/3pP3/3P1P2/5NP1/PP2N1BP/R1BQK2R w KQ - 0 12
2100,10,3289426,4.4845,100.0,1.444,r1b2r1k/pp1nb1pp/1qn1p3/3pP3/3P4/P4NP1/1P2N1BP/R1BQKR2 b Q - 0 14
2105,10,922602,3.9491,100.0,0.435,r1bn1r1k/1p1nb2p/1q2p3/p2pP1p1/3P1N2/P4NPP/1P4B1/R1BQKR2 w Q - 0 17
2110,10,1172690,4.045,100.0,0.571,r1bn3k/1p1nbr2/1q2p1Qp/p2pP1p1/3P4/P4NPP/1P2N1B1/R1B1KR2 b Q - 3 19
2115,10,5350272,4.708,100.0,2.495,r2n1n1k/1p1bb2r/1q2p2p/p2pP1pQ/3P3P/P4NP1/1P2N1B1/R1B1KR2 w Q - 1 22
2120,10,1428526,4.1256,100.0,0.624,r4n1k/1p1bbn1r/1q2p3/p2pP1N1/3P2Q1/P5P1/1P2N1B1/R1B1KR2 b Q - 0 24
2125,10,1895024,4.2439,100.0,0.885,r4n1k/1p1bb2r/4p3/p2pP1B1/3P2Q1/q5P1/4N1B1/3RKR2 w - - 0 27
2130,10,32,1.4142,100.0,0.0,r4n1k/1p1b1r2/4pP2/p2p3Q/3P4/q5P1/4N1B1/3RKR2 b - - 2 29
2135,10,298424,3.5276,100.0,0.131,r4n1k/1p5r/4pP2/p2p3b/3P2Q1/q5P1/4NKB1/3R1R2 w - - 7 32
2140,10,3258961,4.4803,100.0,1.571,r6k/1p5r/4pPn1/p2p4/3P2Q1/q5P1/4K1B1/3R1R2 b - - 2 34
2145,10,164449,3.3236,100.0,0.079,r6k/1p5r/4pPn1/p2p4/3P2Q1/6P1/3R2B1/1q2KR2 w - - 7 37
2150,10,1626100,4.1794,100.0,0.778,r6k/1p5r/4pPn1/p2p4/3P2Q1/2q3P1/5RB1/3R1K2 b - - 12 39
2155,10,1975715,4.2616,100.0,0.903,r4n1k/1p5r/4pP2/p2p4/3P2Q1/1q4P1/5RB1/4R1K1 w - - 17 42
2160,10,1579873,4.1674,100.0,0.628,r6k/1p5B/4pR2/p2p4/3P2Q1/1q4P1/8/4R1K1 b - - 0 44
2165,10,30,1.4051,100.0,0.0,5r1k/1p6/4R3/p2p4/3P2Q1/6P1/8/1B2q1K1 w - - 0 47
2170,10,10,1.2589,100.0,0.0,5r2/1p4kQ/8/3p4/p2P4/6P1/8/1B2R1K1 b - - 3 49
2175,10,2231693,4.3138,100.0,0.985,rnbq1rk1/pp2ppbp/3p1np1/8/3NP3/2N5/PPP1BPPP/R1BQ1RK1 w - - 4 8
2180,10,480159,3.6995,100.0,0.214,r1bq1rk1/p3ppbp/2pp1np1/8/4P3/2N1B2P/PPP1BPP1/R2Q1RK1 b - - 1 10
2185,10,2799961,4.4128,100.0,1.303,r1bq1rk1/p2n1pbp/2p1p1p1/3pP3/5P2/2N1B2P/PPP1B1P1/R2Q1RK1 w - - 0 13
2190,10,2409170,4.347,100.0,1.123,r1bq1rk1/p2n1pbp/2p1p3/3pP3/5P2/2N1BB1P/PPP5/R2Q1RK1 b - - 0 15
2195,10,2473889,4.3585,100.0,1.224,r1b2rk1/p2n2bp/2p1p1q1/3p4/5P2/2N1B2P/PPP3B1/R2Q1RK1 w - - 2 18
2200,10,1248125,4.0703,100.0,0.489,1r3rk1/p2n2bp/b1p1p1q1/3p4/N4P2/4B2P/PPPQ1RB1/R5K1 b - - 7 20
2205,10,2909848,4.4298,100.0,1.437,1r3rk1/p5bp/2p1pn1q/3p4/N1b2P2/4B2P/PPPQ1RBK/6R1 w - - 12 23
2210,10,2875674,4.4246,100.0,1.251,1r3r1k/p5bp/2p1p2q/3p4/N1b2P2/4B2P/PPPQ1RBK/6R1 b - - 2 25
2215,10,2000720,4.267,100.0,0.955,1r3r1k/p5bp/2p5/2NppP1q/8/4B2P/bPPQ1RBK/6R1 w - - 1 28
2220,10,1387674,4.1137,100.0,0.687,1r3r1k/p2N1qbp/2B5/4pPB1/3p4/7P/bPPQ1R1K/6R1 b - - 0 30
2225,10,1155148,4.0389,100.0,0.452,1r3r1k/p2N1qbp/2B2P2/8/8/4p2P/bPPQ1R1K/6R1 w - - 0 33
2230,10,3176960,4.4689,100.0,1.314,5r1k/p2N2qp/2B5/8/8/4Q2P/bPP4K/6R1 b - - 0 35
2235,10,682386,3.8318,100.0,0.227,7k/p2N2rp/2B5/8/8/1b2Q2P/2P4K/8 w - - 0 38
2240,10,9255,2.4925,100.0,0.003,8/p2B2kp/8/4Q3/8/1P5P/7K/8 b - - 2 40
2245,10,2705182,4.3976,100.0,0.909,4B2k/p6p/4Q3/8/8/1P5P/7K/8 w - - 7 43
2250,10,1303545,4.088,100.0,0.545,r3kbnr/pp1b1ppp/1qn1p3/3pP3/3P4/5N1P/PP2BPP1/RNBQK2R b KQkq - 0 8
2255,10,3268493,4.4816,100.0,1.456,r3k2r/pp1bbppp/1qn1p3/3pPn2/3P4/5N1P/PPN1BPP1/R1BQK2R w KQkq - 5 11
