ply,fullmove,side,clock_in_ms,budget_ms,used_ms,clock_out_ms,depth,nodes,fen
204,111,b,8525.9,783.7,546.6,7979.2,16,1349079,6R1/8/8/8/8/3K2k1/1r2B2p/8 b - - 24 111
205,112,w,8875.2,799.4,426.9,8448.3,16,1083450,6R1/8/8/8/8/3K4/1r2Bk1p/8 w - - 25 112
206,112,b,8479.2,781.6,664.8,7814.5,18,1700101,5R2/8/8/8/8/3K4/1r2Bk1p/8 b - - 26 112
207,113,w,8948.3,802.7,682.7,8265.6,17,1784064,5R2/8/8/8/8/3K4/1r2B2p/6k1 w - - 27 113
208,113,b,8314.5,774.2,658.4,7656.1,19,1645830,6R1/8/8/8/8/3K4/1r2B2p/6k1 b - - 28 113
209,114,w,8765.6,794.5,675.7,8090.0,18,1682187,6R1/8/8/8/8/3K4/1r2Bk1p/8 w - - 29 114
210,114,b,8156.1,767.0,652.4,7503.6,19,1562122,5R2/8/8/8/8/3K4/1r2Bk1p/8 b - - 30 114
211,115,w,8590.0,786.5,668.9,7921.0,18,1670147,5R2/8/8/8/8/3K4/1r2B2p/6k1 w - - 31 115
212,115,b,8003.6,760.2,498.2,7505.4,21,1267725,6R1/8/8/8/8/3K4/1r2B2p/6k1 b - - 32 115
213,116,w,8421.0,778.9,662.5,7758.5,19,1579776,6R1/8/8/8/8/3K4/1r2Bk1p/8 w - - 33 116
214,116,b,8005.4,760.2,385.5,7620.0,19,915796,5R2/8/8/8/8/3K4/1r2Bk1p/8 b - - 34 116
215,117,w,8258.5,771.6,656.3,7602.2,19,1702408,5R2/8/8/8/8/3K4/1r2B2p/6k1 w - - 35 117
216,117,b,8120.0,765.4,491.1,7628.9,22,1269628,6R1/8/8/8/8/3K4/1r2B2p/6k1 b - - 36 117
217,118,w,8102.2,764.6,650.3,7452.0,19,1687557,6R1/8/8/8/8/3K4/1r2Bk1p/8 w - - 37 118
218,118,b,8128.9,765.8,383.9,7745.1,16,967014,5R2/8/8/8/8/3K4/1r2Bk1p/8 b - - 38 118
219,119,w,7952.0,757.8,644.5,7307.5,17,1629443,5R2/8/8/8/8/3K4/1r2B1kp/8 w - - 39 119
220,119,b,8245.1,771.0,655.8,7589.3,20,1635072,6R1/8/8/8/8/3K4/1r2B1kp/8 b - - 40 119
221,120,w,7807.5,751.3,419.7,7387.8,19,1025945,6R1/8/8/8/8/3K4/1r2Bk1p/8 w - - 41 120
222,120,b,8089.3,764.0,649.8,7439.4,20,1571840,5R2/8/8/8/8/3K4/1r2Bk1p/8 b - - 42 120
223,121,w,7887.8,754.9,538.6,7349.2,19,1384958,5R2/8/8/8/8/3K4/1r2B2p/6k1 w - - 43 121
224,121,b,7939.4,757.3,644.2,7295.3,23,1626368,6R1/8/8/8/8/3K4/1r2B2p/6k1 b - - 44 121
225,122,w,7849.2,753.2,640.6,7208.5,20,1611523,6R1/8/8/8/8/3K4/1r2Bk1p/8 w - - 45 122
226,122,b,7795.3,750.8,638.6,7156.6,20,1553669,5R2/8/8/8/8/3K4/1r2Bk1p/8 b - - 46 122
227,123,w,7708.5,746.9,504.5,7204.0,19,1266991,5R2/8/8/8/8/3K4/1r2B2p/6k1 w - - 47 123
228,123,b,7656.6,744.5,633.3,7023.3,23,1602048,6R1/8/8/8/8/3K4/1r2B2p/6k1 b - - 48 123
229,124,w,7704.0,746.7,635.1,7068.9,20,1500419,6R1/8/8/8/8/3K4/1r2Bk1p/8 w - - 49 124
230,124,b,7523.3,738.6,524.9,6998.4,16,1225680,5R2/8/8/8/8/3K4/1r2Bk1p/8 b - - 50 124
231,125,w,7568.9,740.6,476.6,7092.3,16,1139167,5R2/8/8/8/8/3K4/1r2B1kp/8 w - - 51 125
232,125,b,7498.4,737.4,627.2,6871.2,17,1517313,6R1/8/8/8/8/3K4/1r2B1kp/8 b - - 52 125
233,126,w,7592.3,741.7,630.9,6961.5,20,1580558,6R1/8/8/8/8/3K4/1r2Bk1p/8 w - - 53 126
234,126,b,7371.2,731.7,622.4,6748.9,20,1525256,5R2/8/8/8/8/3K4/1r2Bk1p/8 b - - 54 126
235,127,w,7461.5,735.8,625.9,6835.6,20,1585925,5R2/8/8/8/8/3K4/1r2B2p/6k1 w - - 55 127
236,127,b,7248.9,726.2,617.7,6631.2,23,1565984,6R1/8/8/8/8/3K4/1r2B2p/6k1 b - - 56 127
237,128,w,7335.6,730.1,621.0,6714.6,20,1481472,6R1/8/8/8/8/3K4/1r2Bk1p/8 w - - 57 128
238,128,b,7131.2,720.9,613.2,6518.0,20,1452288,5R2/8/8/8/8/3K4/1r2Bk1p/8 b - - 58 128
239,129,w,7214.6,724.7,616.4,6598.2,20,1510400,5R2/8/8/8/8/3K4/1r2B2p/6k1 w - - 59 129
240,129,b,7018.0,715.8,554.4,6463.6,23,1367663,6R1/8/8/8/8/3K4/1r2B2p/6k1 b - - 60 129
241,130,w,7098.2,719.4,611.9,6486.3,20,1498380,6R1/8/8/8/8/3K4/1r2Bk1p/8 w - - 61 130
242,130,b,6963.6,713.4,606.8,6356.8,20,1427206,5R2/8/8/8/8/3K4/1r2Bk1p/8 b - - 62 130
243,131,w,6986.3,714.4,607.7,6378.6,20,1599747,5R2/8/8/8/8/3K4/1r2B2p/6k1 w - - 63 131
244,131,b,6856.8,708.6,602.7,6254.0,24,1514509,6R1/8/8/8/8/3K4/1r2B2p/6k1 b - - 64 131
245,132,w,6878.6,709.5,603.5,6275.1,20,1538819,6R1/8/8/8/8/3K4/1r2Bk1p/8 w - - 65 132
246,132,b,6754.0,703.9,598.7,6155.3,20,1514246,5R2/8/8/8/8/3K4/1r2Bk1p/8 b - - 66 132
247,133,w,6775.1,704.9,599.6,6175.6,20,1539076,5R2/8/8/8/8/3K4/1r2B2p/6k1 w - - 67 133
248,133,b,6655.3,699.5,595.0,6060.3,24,1516818,6R1/8/8/8/8/3K4/1r2B2p/6k1 b - - 68 133
249,134,w,6675.6,700.4,595.7,6079.9,20,1496838,6R1/8/8/8/8/3K4/1r2Bk1p/8 w - - 69 134
250,134,b,6560.3,695.2,591.4,5968.9,20,1463299,5R2/8/8/8/8/3K4/1r2Bk1p/8 b - - 70 134
251,135,w,6579.9,696.1,440.5,6139.4,18,1056108,5R2/8/8/8/8/3K4/1r2B2p/6k1 w - - 71 135
252,135,b,6468.9,691.1,587.8,5881.1,24,1443080,6R1/8/8/8/8/3K4/1r2B2p/6k1 b - - 72 135
